"X"	gene	Excel_gene	exTh17	YFPNeg	Th17	LN_Naive	LN_Memory
425	Cab39	'Cab39	15.1524	21.6261	13.1951	21.4238	23.473
426	Itm2c	'Itm2c	48.0839	47.8828	69.9944	28.4764	62.5728
427	4933407L21Rik	'4933407L21Rik	0	0	0	0	0.163948
428	4933407L21Rik	'4933407L21Rik	1.65709	5.85529	0.935641	0	1.25814
429	Gpr55	'Gpr55	0.655662	0.93414	0	0	3.56826
430	Spata3	'Spata3	0	0	0	0	0
431	2810459M11Rik	'2810459M11Rik	0.381029	0.994489	0	0	0.0533595
432	Armc9,Gm21972,Psmd1	'\Armc9,Gm21972,Psmd1\	35.7328	32.0902	34.5858	35.5899	38.2883
433	Gm22786	'Gm22786	1.71963	0	20.8747	0	0
434	B3gnt7	'B3gnt7	3.1443	3.94463	4.90052	0.0113019	0.261092
435	Gm5258	'Gm5258	0	0	0	0	0
436	C130036L24Rik	'C130036L24Rik	1.10705	0.345287	2.04097	1.82914	0.754756
437	1700019O17Rik	'1700019O17Rik	0	0	0	0	0
438	Ptma	'Ptma	1188.44	1490.72	1454.04	1251.75	1210.37
439	Cops7b	'Cops7b	4.0021	7.83056	0.134563	1.62522	6.07776
440	Dis3l2	'Dis3l2	6.08697	5.90609	5.01166	3.92426	7.77566
441	Akp3	'Akp3	0	0	0	0	0.0265299
442	Prss56	'Prss56	0	0	0	0	0
443	Chrnd	'Chrnd	0	0	0	0	0
444	Chrng	'Chrng	0	0	0	0	0
445	Eif4e2	'Eif4e2	81.15	119.065	150.601	62.6307	88.8171
446	Gm26187	'Gm26187	0	0	0	0	0
447	Efhd1	'Efhd1	0	0	0	0	0
448	Gigyf2	'Gigyf2	24.8776	28.6114	19.5057	11.2106	15.6916
449	3110079O15Rik	'3110079O15Rik	0	0	0	0	0
450	Neu2	'Neu2	0.0511168	0	0	0	0
451	Gm17181	'Gm17181	0	0	0	0	0
452	Inpp5d	'Inpp5d	54.1614	48.9034	48.2908	23.2406	46.2691
453	Atg16l1	'Atg16l1	5.31329	2.16427	3.0319	2.24601	4.15472
454	Gm25395	'Gm25395	1.99529	0.648847	0	1.52352	1.86366
455	Scarna6	'Scarna6	0	0	0	0.204859	0
456	5830472F04Rik	'5830472F04Rik	0.0180265	0.0168786	0.477735	0.944896	0.274421
457	Sag	'Sag	0.861858	1.29839	1.20509	1.58994	1.44173
458	Dgkd	'Dgkd	8.22489	7.53433	5.26186	8.29662	11.6205
459	Gm25198	'Gm25198	0	0	0	0	0
460	Gm5832	'Gm5832	0	0.171455	0	0	0
461	Gm15375	'Gm15375	0	0	0	0	0
462	Ugt1a1,Ugt1a10,Ugt1a2,Ugt1a5,Ugt1a6a,Ugt1a6b,Ugt1a7c,Ugt1a8,Ugt1a9	'\Ugt1a1,Ugt1a10,Ugt1a2,Ugt1a5,Ugt1a6a,Ugt1a6b,Ugt1a7c,Ugt1a8,Ugt1a9\	5.35869	3.78196	13.3606	0.0138774	0.207049
463	Gm15373	'Gm15373	0	0	0	0	0
464	Gm15372	'Gm15372	0	0	0	0	0
465	Gm15370	'Gm15370	0	0	0	0	0
466	Gm15369	'Gm15369	0	0	0	0	0
467	Gm15374	'Gm15374	0	0	0	0	0
468	Gm15371	'Gm15371	0	0	0	0	0
469	Gm15368	'Gm15368	0	0	0	0	0
470	Gm15376	'Gm15376	0	0	0	0	0
471	Mroh2a	'Mroh2a	0.333058	0.990968	0.465769	0.984924	0.516472
472	Trpm8	'Trpm8	0	0	0	0	0
473	Spp2	'Spp2	0	0	0	0	0
474	2410088K16Rik	'2410088K16Rik	0	0	0	0	0
475	Sh3bp4	'Sh3bp4	0.263415	1.47565	0.24765	0	0
476	Agap1	'Agap1	0.138485	0.0519718	0.146217	0.00260468	0.00583229
477	Gm25180	'Gm25180	0	0	0	0	0
478	Gm26037	'Gm26037	0	0	0	0	0
479	D130058E05Rik	'D130058E05Rik	0	0	0	0	0
480	Ackr3	'Ackr3	0.508845	0	1.99377	0	0
481	5S_rRNA	'5S_rRNA	0	0	0	0	0
482	Cops8	'Cops8	69.4449	61.5988	100.725	58.7085	48.5689
483	Gm9991	'Gm9991	0	0	0	0	0
484	Mlph	'Mlph	0	0.156995	0	0	0
485	Prlh	'Prlh	0	0	0	0	0
486	Lrrfip1	'Lrrfip1	70.3822	60.9656	81.0024	53.556	45.7071
487	Rbm44	'Rbm44	0.00396959	0	1.39129	0	0.295978
488	Ramp1	'Ramp1	101.366	52.5776	233.254	48.8917	35.0741
489	Ube2f	'Ube2f	35.3347	29.7789	31.5804	33.425	30.0685
490	Gm7785	'Gm7785	0.348066	0.496775	0.261377	0.0573659	0.0737706
491	Scly	'Scly	7.00783	4.27172	10.2715	5.9666	8.01158
492	Espnl	'Espnl	0.0387933	0	0	0	0
493	Klhl30	'Klhl30	0.0567197	0	0.016479	0	0
494	Fam132b	'Fam132b	0.0242549	0.0362199	0.0181817	0	0.0404496
495	Traf3ip1	'Traf3ip1	0.802249	0.138364	1.15791	1.18929	1.9843
496	Asb1	'Asb1	1.08887	0.513726	0.379574	0.810785	0.55244
497	Twist2	'Twist2	0	0	0	0	0
498	Gm26720	'Gm26720	0.483079	1.004	0.0142945	0.516014	0.984389
499	Olfr1413	'Olfr1413	0	0	0	0	0
500	Olfr1412	'Olfr1412	0	0	0	0	0
501	Olfr1411	'Olfr1411	0	0	0	0	0
502	Olfr1410	'Olfr1410	0	0	0	0	0
503	Olfr12	'Olfr12	0	0	0	0	0
504	Gpc1	'Gpc1	3.60602	2.32385	4.51272	0.621366	1.00011
505	Mir149	'Mir149	0	0	0	0	0
506	Dusp28	'Dusp28	2.61342	5.92432	4.51654	3.68111	1.93138
507	Rnpepl1	'Rnpepl1	13.4672	9.672	8.77193	14.7156	18.0797
508	Capn10	'Capn10	2.46426	2.89538	5.24982	2.3254	2.35429
509	Gpr35	'Gpr35	6.08568	6.63112	7.05672	0	0.210549
510	Aqp12	'Aqp12	0	0	0	0	0
511	Agxt	'Agxt	0	0	0	0	0
512	E030010N08Rik	'E030010N08Rik	0	0	0	0	0
513	Sned1,mmu-mir-6901	'\Sned1,mmu-mir-6901\	0.00694542	0	0	0	0.00607436
514	Ppp1r7	'Ppp1r7	11.1249	15.2967	17.0152	16.6163	12.0601
515	mmu-mir-6345	'mmu-mir-6345	0	0	0	0	0
516	Gm26446	'Gm26446	0.712315	0	0	0	1.78118
517	Ano7	'Ano7	0	0.0178071	0	0.00697034	0.00877645
518	Gm17415	'Gm17415	0.111495	0.0710057	0.0738338	0	0
519	02-sep	'2-Sep	87.8064	76.6246	40.2806	39.7529	39.3019
520	Farp2	'Farp2	0.593413	0.180871	0	0.364165	0.619937
521	Bok	'Bok	0.173801	0	0	0	0.0211514
522	Atg4b	'Atg4b	25.3851	27.6891	27.5365	23.2413	18.2676
523	Ing5	'Ing5	6.53503	6.41768	5.3071	8.59388	8.62662
524	D2hgdh	'D2hgdh	2.001	2.33608	1.28795	4.3879	4.44401
525	Gal3st2	'Gal3st2	0	0	0	0	0.0749357
526	Gm9994	'Gm9994	0	0	0	0	0
527	Gm6086	'Gm6086	0.0136584	0	0	0.0273391	0.0549973
528	Neu4	'Neu4	0.242029	0.18887	0.0111246	0	0
529	Fam174a	'Fam174a	7.98071	6.13907	9.95057	3.47088	6.4643
530	Gm15427	'Gm15427	278.052	323.142	294.605	519.841	374.274
531	Gm22917	'Gm22917	0	0	0	0	0
532	Gm26245	'Gm26245	0	0	0	0	0
533	Gm26078	'Gm26078	0	0	0	0	0
534	Gm5101	'Gm5101	0	0	0.0131064	0	0
535	Gm6430	'Gm6430	0.0363101	0	0	0.0608271	0.0616316
536	Gin1	'Gin1	4.5233	0.376681	8.52525	10.286	6.02444
537	Gm25413	'Gm25413	0	0	0	0	0
538	Gm24465	'Gm24465	0	0	0	0	0
539	Gm7952	'Gm7952	0	0	0	0	0
540	Slco6d1	'Slco6d1	0	0	0	0	0
541	Gm3555	'Gm3555	0.0432267	0	0	0	0
542	Gm26134	'Gm26134	0	0	0	0	0
543	Gm23434	'Gm23434	0	0	0	0	0
544	Cntnap5b	'Cntnap5b	0	0	0	0	0
545	Gm25537	'Gm25537	0	0	0	0	0
546	Gm23537	'Gm23537	0	0	0	0	0
547	Gm25003	'Gm25003	0	0	0	0	0
548	Cdh20	'Cdh20	0	0	0	0	0
549	Gm17634	'Gm17634	0.0645625	0	0	0	0
550	Gm3608	'Gm3608	0.849885	0.743168	0.500604	0.709676	1.12442
551	Gm22426	'Gm22426	0	0	0	0	0
552	2310035C23Rik	'2310035C23Rik	4.28208	3.90901	3.53527	2.81713	2.93371
553	2310035C23Rik	'2310035C23Rik	1.3381	1.05995	0.0593688	1.42208	1.04559
554	Tnfrsf11a	'Tnfrsf11a	0.0404398	0	0	0	0.00827123
555	Gm26214	'Gm26214	0	0	0	0	0
556	Zcchc2	'Zcchc2	2.41234	3.07608	2.00449	2.95185	1.92903
557	Gm26509	'Gm26509	0	0	0	0	0
558	Phlpp1	'Phlpp1	1.41513	1.86425	0.17634	1.28492	0.830516
559	D630008O14Rik	'D630008O14Rik	12.9764	13.6929	3.30136	19.4474	7.69777
560	Serpinb5	'Serpinb5	0	0	0	0	0
561	Serpinb12	'Serpinb12	0	0.0262275	0	0	0
562	Serpinb13	'Serpinb13	0	0	0	0	0
563	Serpinb11	'Serpinb11	0	0	0	0	0
564	Serpinb7	'Serpinb7	0.797101	0.365112	0	0	0.165086
565	Serpinb10,Serpinb2	'\Serpinb10,Serpinb2\	6.41205	6.11059	0.419353	0	0.0167988
566	Serpinb8	'Serpinb8	1.20588	0.669509	0.857877	0	0
567	Gm15389	'Gm15389	0.0956747	0	0	0	0
568	Gm22438	'Gm22438	0	0	0	0	0
569	Gm25293	'Gm25293	0	0	0	0	0
570	Cdh7	'Cdh7	0	0	0	0	0
571	Gm22331	'Gm22331	0	0	0	0	0
572	Cntnap5a	'Cntnap5a	0	0	0	0	0
573	Gm19965	'Gm19965	0	0	0	0	0
574	Gm24030	'Gm24030	0	0	0	0	0
575	AC112986.1	'AC112986.1	0	0	0	0	0
576	Mki67ip	'Mki67ip	25.7595	30.6441	13.1897	26.4314	21.3993
577	Clasp1	'Clasp1	4.05311	3.45022	5.40998	3.32733	3.28477
578	Gm23497,Tfcp2l1	'\Gm23497,Tfcp2l1\	0	0	0	0	0.0296573
579	mmu-mir-6346	'mmu-mir-6346	0	0	0	0	0
580	Gm26831	'Gm26831	0	0	0	0	0
581	Gm8321	'Gm8321	0	0	0	0	0
582	TMEM185B	'TMEM185B	6.79931	3.48449	9.59291	4.79426	6.09944
583	Gm25322	'Gm25322	0	0	0	0	0
584	Gm3851	'Gm3851	0.145755	0.583053	0	0	0.242448
585	Gm8338	'Gm8338	0	0	0	0	0
586	Gm17973	'Gm17973	0	0	0	0	0
587	Sctr	'Sctr	0.110182	0	0	1.29272	0
588	3110009E18Rik	'3110009E18Rik	14.3634	20.0757	16.5221	53.4113	37.7235
589	C1ql2	'C1ql2	0	0	0	0	0
590	En1	'En1	0	0	0	0	0
591	B230209K01Rik	'B230209K01Rik	0	0	0	0	0
592	Ccdc93	'Ccdc93	2.81573	6.65356	3.7293	4.3481	4.53542
593	Gm8217	'Gm8217	0	0	0	0	0
594	Gm24547	'Gm24547	0	0	0	0	0
595	Gm25771	'Gm25771	0	0	0	0	0
596	Gm22610	'Gm22610	0	0	0	0	0
597	Gm10543	'Gm10543	0	0	0	0	0
598	Gm25578	'Gm25578	0	0	0	0	0
599	Slc35f5	'Slc35f5	0.959126	0.540569	0.870766	1.2984	0.341391
600	Gpr39	'Gpr39	0	0	0	0	0
601	Mgat5	'Mgat5	6.2291	3.05143	9.07403	1.82556	2.9942
602	Gm23370	'Gm23370	0	0	0	0	0
603	Gm23734	'Gm23734	0	0	0	0	0
604	Acmsd	'Acmsd	0.00574181	0.00896551	0	0.0224371	0
605	Ccnt2	'Ccnt2	8.27302	9.15703	16.838	17.5751	12.8756
606	Rab3gap1	'Rab3gap1	13.2651	9.7326	22.3723	14.0149	19.2853
607	Rpl28-ps1	'Rpl28-ps1	33.5982	57.9736	38.4375	69.3059	73.7695
608	R3hdm1	'R3hdm1	3.954	2.88633	4.95118	3.92006	6.52211
609	Mir128-1	'Mir128-1	0	0	0	0	0
610	Ubxn4	'Ubxn4	58.1592	56.4791	73.811	31.5169	18.9592
611	Ubxn4	'Ubxn4	1.0136	0.26904	2.41291	1.60659	0.573536
612	Gm23902	'Gm23902	0	0	0	0	0
613	Thsd7b	'Thsd7b	1.80559	0.0817894	0	0.0181003	0.091426
614	Gm15674	'Gm15674	0.0455511	0	0	0.0633417	0.017689
615	Gm16083	'Gm16083	0.0728564	0.0113917	0.0808277	0.2345	0.20264
616	Yod1	'Yod1	1.65078	1.30349	3.12313	1.70332	0.172075
617	AA986860	'AA986860	0.0723959	0	0	0	0.00488275
618	Fcamr	'Fcamr	0	0	0	0	0.203703
619	Pigr	'Pigr	0.277294	0	0.0264746	0	0.202265
620	Faim3	'Faim3	16.4555	15.9981	21.397	5.1075	67.5663
621	Il10	'Il10	0.995572	2.82151	7.96812	0	0.243761
622	Eif2d	'Eif2d	20.1307	15.3981	15.9529	31.3751	22.2532
623	Fam72a	'Fam72a	0.34442	0.0159489	0	0	0.189887
624	Avpr1b	'Avpr1b	0	0	0	0	0
625	Ctse	'Ctse	87.7712	91.608	47.7291	153.565	95.7412
626	5430435G22Rik	'5430435G22Rik	4.82387	13.4942	4.00663	0	0.233093
627	Slc26a9	'Slc26a9	0.0242513	0	0	0.00526483	0.0029277
628	Pm20d1	'Pm20d1	0	0	0	0	0
629	Slc41a1	'Slc41a1	4.00108	3.09143	13.1419	3.09204	4.92171
630	Rab7l1	'Rab7l1	21.353	21.3312	54.4943	18.1059	14.4138
631	Nucks1	'Nucks1	19.1817	15.3884	14.219	13.8083	17.4524
632	Slc45a3	'Slc45a3	0	0	0	0	0
633	Elk4	'Elk4	20.468	24.3581	8.01412	29.0056	38.3068
634	Gm26892	'Gm26892	0.104145	0	0	0.416572	0.0728659
635	Gm26034	'Gm26034	0	0	0	0	0
636	Lemd1	'Lemd1	0	0	0	0	0
637	Mir135b	'Mir135b	0	0	0	0	0
638	Gm7241	'Gm7241	0	0	0	0	0
639	Klhdc8a	'Klhdc8a	0	0	0	0	0.00326308
640	Nuak2	'Nuak2	4.69005	4.02921	2.4871	2.05595	4.82308
641	Gm15849	'Gm15849	0	0	0	0	0
642	Dstyk	'Dstyk	1.28648	0.665826	0.12189	0.841892	0.485525
643	Rbbp5,Tmem81	'\Rbbp5,Tmem81\	5.26228	8.11214	5.9691	4.48157	6.71501
644	Lrrn2	'Lrrn2	2.6109	0.796905	2.17182	0	0.103607
645	Pik3c2b	'Pik3c2b	0.261494	0.761227	0.30356	0.0273136	1.12381
646	Ppp1r15b	'Ppp1r15b	13.0745	12.1313	17.238	8.08392	10.9051
647	Plekha6	'Plekha6	0.163452	0.0150681	0.00698525	0	0.0542178
648	GOLT1A,Golt1a,Kiss1	'\GOLT1A,Golt1a,Kiss1\	0	0	0	0	0
649	Ren1	'Ren1	0	0	0	0	0
650	Etnk2	'Etnk2	0	0	0	0	0
651	Gm23939	'Gm23939	0	0	0	0	0
652	Gm26706	'Gm26706	0.0249055	0	0	0	0
653	Gm15851	'Gm15851	0	0	0	0	0
654	Fmod	'Fmod	0	0	0	0	0
655	Gm8618	'Gm8618	0.486295	0.426363	1.03349	1.0779	0.807977
656	Chit1	'Chit1	0	0	0	0	0
657	Chi3l1	'Chi3l1	2.3182	4.54229	9.30529	0	0.16635
658	Mybph	'Mybph	0	0	0	0	0
659	Myog	'Myog	0	0	0	0	0
660	4933406M09Rik	'4933406M09Rik	0.0916689	0	0	0	0
661	Adipor1,Cyb5r1	'\Adipor1,Cyb5r1\	49.6494	30.6015	32.2531	30.8279	33.2924
662	Klhl12	'Klhl12	3.25172	1.9343	0.236627	3.50013	2.04745
663	Rabif	'Rabif	37.463	34.9975	31.8509	25.1397	18.7053
664	Gm25612	'Gm25612	0	0	0	0	0
665	Gm15454	'Gm15454	0.202946	0.0585306	0.437496	0.416152	0.206472
666	Kdm5b	'Kdm5b	5.19243	4.4055	1.69145	9.49708	7.5018
667	Syt2	'Syt2	0	0	0	0	0
668	Gm22232	'Gm22232	0	0	0	0	0
669	Ube2t	'Ube2t	4.56037	3.82463	23.5456	12.7354	9.23744
670	Gm10535	'Gm10535	0.0192396	0	0.126754	0	0.0893813
671	Ptpn7	'Ptpn7	23.8764	19.2164	16.8029	30.6269	51.4337
672	Arl8a	'Arl8a	9.20006	5.87962	11.131	5.73268	3.72701
673	Gm15445	'Gm15445	0.673799	0.179946	0	1.82541	0.542134
674	Gm4204	'Gm4204	7.97578	9.13954	9.11529	3.8502	9.12169
675	Gm26642	'Gm26642	0	0	0	0	0.0255904
676	Lmod1	'Lmod1	0	0	0	0	0
677	Gm4793	'Gm4793	0.0815723	0	0	0	0
678	Csrp1	'Csrp1	38.0274	39.7478	52.6733	17.0766	23.7369
679	Phlda3	'Phlda3	2.32386	0.746633	2.86107	0	0.377118
680	Tnni1	'Tnni1	0	0.350537	2.89294	0	1.32704
681	Lad1	'Lad1	0.0703236	0.830239	0.0340834	0.51995	1.36957
682	Tnnt2	'Tnnt2	0	0	0	0	0
683	Tmem9	'Tmem9	11.6524	20.6828	33.3674	40.6861	29.0047
684	Ascl5	'Ascl5	0	0	0	0	0
685	Cacna1s	'Cacna1s	1.59634	2.37464	0.624586	0	5.09196
686	Kif21b	'Kif21b	2.85417	3.04944	4.64841	8.49183	8.2775
687	Gm26568	'Gm26568	0.00740416	0	0	0	0
688	Gm26781	'Gm26781	0.901434	0.373478	1.24147	0	0.0204254
689	Ddx59	'Ddx59	2.36752	1.85285	0.264307	1.38927	1.86464
690	Kif14	'Kif14	0	0.00316963	0	0	0.284008
691	Zfp281	'Zfp281	6.37525	10.9007	3.02708	16.7146	6.1703
692	Gm19705	'Gm19705	0.99628	0	0	30.2724	17.1732
693	Gm16880	'Gm16880	0	0	0	0	0
694	Gm24086	'Gm24086	0	0	0	0	0
695	Gm22727	'Gm22727	0	0	0	0	0
696	Gm4258	'Gm4258	0.738213	4.38781	0	0	1.28539
697	A130050O07Rik	'A130050O07Rik	0	0	0	0.0109318	0.00690871
698	Gm26930	'Gm26930	0.052746	0	0	0	0.0122839
699	A430106G13Rik,Mir181a-1	'\A430106G13Rik,Mir181a-1\	0.00329974	0.0590361	0	0.0223822	0.208454
700	Atp6v1g3	'Atp6v1g3	0	0.361759	0	0	0.784985
701	Dennd1b	'Dennd1b	6.54908	3.12342	3.81257	3.07438	4.92214
702	4930596I21Rik	'4930596I21Rik	0.242362	0.410804	0	0	0.488143
703	Zbtb41	'Zbtb41	1.72749	0.448786	1.59979	1.08428	0.851555
704	Aspm	'Aspm	0.298318	0.685874	0.0818781	0	0.365949
705	F13b	'F13b	0	0	0	0	0
706	Gm26271	'Gm26271	0	0	0	0	0
707	Gm25619	'Gm25619	0	0	0	0	0
708	Gm26048	'Gm26048	0	0	0	0	0
709	Kcnt2	'Kcnt2	0	0	0	0	0
710	Gm25457	'Gm25457	0	0	0	0	0
711	Gm22016	'Gm22016	0	0	0	0	0
712	B3galt2	'B3galt2	0.354026	0.600715	0.117869	0.671403	0.21564
713	Gm6397	'Gm6397	0.364908	1.14439	0.0527439	0.299773	0.776955
714	Glrx2	'Glrx2	31.7365	35.956	32.4857	41.6221	35.5317
715	Uchl5	'Uchl5	33.1521	35.5338	49.3663	37.1484	29.3487
716	Gm25663	'Gm25663	0	0	0	0	0
717	Gm5262	'Gm5262	0	0	0	0	0
718	Gm5263	'Gm5263	0	0	0	0	0
719	Brinp3	'Brinp3	0.0163738	0	0	0	0
720	Gm15583	'Gm15583	0	0	0	0	0
721	n-R5s219	'n-R5s219	0	0	0	0	0
722	Ptgs2	'Ptgs2	1.15333	0.202863	3.21517	0	0
723	Pdc	'Pdc	0	0	0	0	0
724	Tpr	'Tpr	49.6314	39.2612	42.2201	112.568	80.8788
725	Hmcn1	'Hmcn1	1.18126	0	0	0	0
726	Gm20631	'Gm20631	0.0764096	0.0369424	0.0328028	0.0901689	0
727	Gm8941	'Gm8941	0	0	0	0	0
728	Ivns1abp	'Ivns1abp	34.9457	19.8933	18.748	8.22017	22.1838
729	Trmt1l	'Trmt1l	3.96908	2.81427	0.915529	6.64116	7.39215
730	Fam129a	'Fam129a	35.7664	20.7143	10.4085	1.01045	7.80035
731	Edem3	'Edem3	2.71304	1.7415	1.21372	2.68989	2.05171
732	Colgalt2	'Colgalt2	0	0	0	0	0
733	Apobec4	'Apobec4	0	0	0	0	0
734	Arpc5	'Arpc5	247.57	221.505	226.097	217.061	214.621
735	Ncf2	'Ncf2	17.8375	29.2856	38.6202	0.330441	7.67983
736	Nmnat2	'Nmnat2	0.942197	1.9996	0.0290451	0.28161	0.689557
737	Lamc1	'Lamc1	5.5639	3.10812	4.51519	0	0.0167384
738	Gm8818	'Gm8818	33.7701	5.87027	41.2416	0.0324605	0.228779
739	Shcbp1l	'Shcbp1l	0.126983	0.0702719	0	0	0.0737287
740	Gm25588	'Gm25588	1.97963	0	0	0	0
741	Rgs8	'Rgs8	0.274879	0.250873	0	0	0.203036
742	Rgs16	'Rgs16	6.71343	7.28717	11.8737	0.585725	1.29023
743	Rnasel	'Rnasel	16.9553	20.0568	26.5183	15.1976	5.99377
744	Gm5531	'Gm5531	0.187834	0.276467	0.0815194	0.0754357	0.198688
745	Teddm1	'Teddm1	0	0	0	0	0
746	Glul,mmu-mir-8114	'\Glul,mmu-mir-8114\	242.814	147.679	217.32	44.8981	27.6663
747	A930039A15Rik	'A930039A15Rik	0.433786	0	0	0	0.0452298
748	Zfp648	'Zfp648	0	0	0	0	0
749	Stx6	'Stx6	12.3584	10.2309	8.65639	10.7479	17.8545
750	BC034090	'BC034090	0	0.278619	0	1.29852	0.15088
751	Xpr1	'Xpr1	0.309532	0.00953072	0.355002	1.40147	0.81393
752	Gm22569	'Gm22569	4.56962	0	0	0	0
753	Acbd6	'Acbd6	18.3372	13.9299	18.1157	13.8735	17.8966
754	Gm23744	'Gm23744	0	0	0	0	0
755	Cep350	'Cep350	0.53701	0	4.24259	0	0
756	Tor1aip2	'Tor1aip2	72.4821	52.5334	54.5428	32.684	29.0158
757	Nphs2	'Nphs2	0	0	0	0	0
758	Gm2000	'Gm2000	54.4822	82.4394	65.5299	124.151	114.85
759	Gm10031	'Gm10031	0.130166	0.0498347	0.0400627	0.0487964	0.139348
760	Abl2	'Abl2	0.25532	1.02839	0.954683	0.834104	0.798232
761	Gm15428	'Gm15428	0.0670121	0.146723	0.795658	0	0.462235
762	Angptl1	'Angptl1	1.02013	0.109911	0	0.581393	1.39666
763	2810025M15Rik	'2810025M15Rik	1.71878	2.3089	5.1578	0.04088	1.38094
764	BC026585	'BC026585	3.12994	0.611582	0.0994168	2.44798	2.34277
765	Sec16b	'Sec16b	0.27962	0.220109	0.539462	0.508212	0.258216
766	Astn1	'Astn1	0	0	0	0	0
767	Mir488	'Mir488	0	0	0	0	0
768	Rfwd2	'Rfwd2	2.09954	1.71088	0.664794	2.29794	3.13923
769	Rfwd2	'Rfwd2	1.36678	0	0	1.97069	0.0534556
770	Scarna3a	'Scarna3a	0	0	0	0	1.4735
771	Gm10530	'Gm10530	0	0	0	0	0
772	Tnr	'Tnr	0	0	0	0	0
773	4930523C07Rik	'4930523C07Rik	179.902	144.628	321.458	182.522	88.5869
774	Mrps14	'Mrps14	174.366	228.939	172.182	404.326	344.302
775	Gm23528	'Gm23528	0	0	0	0	0
776	Gm6177	'Gm6177	0.312111	0.12382	0.925077	0.353899	0.297465
777	Rc3h1	'Rc3h1	4.9551	3.03395	1.56559	2.27025	3.71109
778	Serpinc1	'Serpinc1	0.151788	0.611976	0.246182	0.0487937	0.798983
779	Gas5,Gm22357,Gm22489,Gm23212,Gm23436,Gm24489,Gm25789,Gm26224,Mir5117,Snord47	'\Gas5,Gm22357,Gm22489,Gm23212,Gm23436,Gm24489,Gm25789,Gm26224,Mir5117,Snord47\	269.477	1298.86	202.881	1384.48	438.838
780	Cenpl	'Cenpl	28.894	17.6501	57.5171	3.25138	8.73849
781	Ankrd45	'Ankrd45	0	0	0	0.013125	0
782	Tnfsf4	'Tnfsf4	0.398599	3.22634	5.36065	0.306253	3.44263
783	Tnfsf18	'Tnfsf18	0.128294	0	0	0	0.119794
784	Pigc	'Pigc	10.9213	22.3229	7.61555	20.3657	19.517
785	2810442N19Rik	'2810442N19Rik	0	0	0	0	0
786	Dnm3os	'Dnm3os	0	0	0	0	0.00348277
787	Gm16101	'Gm16101	0	0	0	0	0
788	Gm10176	'Gm10176	0	0	0	0	0
789	Vamp4	'Vamp4	98.3715	88.61	120.792	42.1695	38.358
790	Myoc	'Myoc	0	0	0	0	0
791	Gm22434	'Gm22434	0	0	0	0	0
792	Gm20471	'Gm20471	0	0	0	0	0
793	Gm24940	'Gm24940	0	0	0	0	0
794	Gm2343	'Gm2343	0	0	0	0	0
795	Kifap3	'Kifap3	1.92844	1.10653	0.86751	0.797042	1.32499
796	Scyl3	'Scyl3	8.85427	9.15484	4.7171	10.1491	7.30903
797	Mettl18	'Mettl18	3.89974	6.36659	18.1575	6.92808	11.9756
798	Sele	'Sele	0.00521646	0.136862	0	0.154777	0.00975128
799	Sell	'Sell	23.4616	48.4687	37.4415	351.855	129.096
800	Selp	'Selp	0.839118	1.1152	0.23168	0	0.5304
801	F5	'F5	1.34112	0.685937	0.192886	0.0239713	0
802	Gm16588	'Gm16588	0.432831	0.394006	0.236902	0.306178	0.636342
803	Slc19a2	'Slc19a2	1.71365	0.258209	0.324635	0.219973	0.507831
804	Ccdc181	'Ccdc181	1.72824	6.99001	0.495734	5.2111	3.28245
805	Nme7	'Nme7	4.31674	4.60173	1.30201	7.35486	2.88718
806	Gm26685	'Gm26685	0	0	0	0.512607	0
807	Dpt	'Dpt	0	0	0	0	0.00910801
808	Gm26042	'Gm26042	0	0	0	0	0
809	Gpr161	'Gpr161	0	0	0	0	0
810	Gm24637	'Gm24637	0.210717	0	0	0	0.136429
811	Mpc2	'Mpc2	130.501	126.93	139.896	89.0506	58.5397
812	Adcy10	'Adcy10	0	0.0351996	0	0	0
813	Creg1	'Creg1	61.6177	56.0691	49.787	31.7916	16.9209
814	Cd247,Gm16565	'\Cd247,Gm16565\	120.551	173.216	129.825	310.512	186.221
815	RP23-36P10.3	'RP23-36P10.3	0.00822893	0	0	0	0.0153752
816	Gm26665	'Gm26665	0	0	0	0	0
817	Gpa33	'Gpa33	0	0	0	0	0
818	Ildr2	'Ildr2	0	0	0	0	0
819	Tada1	'Tada1	7.66296	8.3738	7.12046	20.1648	14.1594
820	Gm22992	'Gm22992	0	0	0	0	0
821	Gm4954	'Gm4954	0	0	0	0	0
822	Fam78b	'Fam78b	0	0.0047581	0.0505942	0	0.00643879
823	Uck2	'Uck2	1.02423	4.14811	0.964084	1.03717	2.32586
824	mmu-mir-6347	'mmu-mir-6347	0	0	0	0	0
825	Tmco1	'Tmco1	31.3426	33.1901	42.381	26.102	31.699
826	Gm24182	'Gm24182	0	0	0	0	0
827	Aldh9a1	'Aldh9a1	24.429	21.3283	27.5988	28.2437	17.0591
828	Rxrg	'Rxrg	0	0	0	0	0.0344358
829	Lmx1a	'Lmx1a	0	0	0	0	0
830	Gm20711	'Gm20711	0	0	0	0	0
831	mmu-mir-6348	'mmu-mir-6348	0	0	0	0	0
832	Rgs5	'Rgs5	0	0	0	0	0.0547802
833	1700084C01Rik	'1700084C01Rik	0	0	0	0	0
834	3110045C21Rik	'3110045C21Rik	0.844791	0	0.0750701	1.83983	2.02579
